ATENDIMENTO_ANO;ATENDIMENTO_BAIRRO_NOME;EQUIPAMENTO_URBANO_NOME;FLAG_EQUIPAMENTO_URBANO;FLAG_FLAGRANTE;LOGRADOURO_NOME;NATUREZA1_DEFESA_CIVIL;NATUREZA1_DESCRICAO;NATUREZA2_DEFESA_CIVIL;NATUREZA2_DESCRICAO;NATUREZA3_DEFESA_CIVIL;NATUREZA3_DESCRICAO;NATUREZA4_DEFESA_CIVIL;NATUREZA4_DESCRICAO;NATUREZA5_DEFESA_CIVIL;NATUREZA5_DESCRICAO;SUBCATEGORIA1_DESCRICAO;SUBCATEGORIA2_DESCRICAO;SUBCATEGORIA3_DESCRICAO;SUBCATEGORIA4_DESCRICAO;SUBCATEGORIA5_DESCRICAO;OCORRENCIA_ANO;OCORRENCIA_CODIGO;OCORRENCIA_DATA;OCORRENCIA_DIA_SEMANA;OCORRENCIA_HORA;OCORRENCIA_MES;OPERACAO_DESCRICAO;ORIGEM_CHAMADO_DESCRICAO;REGIONAL_FATO_NOME;SECRETARIA_NOME;SECRETARIA_SIGLA;SERVICO_NOME;SITUACAO_EQUIPE_DESCRICAO;NUMERO_PROTOCOLO_156
2009;BOA VISTA;;NĂO;NĂO;LUIZ GUSSO;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;476;2009-01-08 08:42:00.000;QUINTA;08:42:00;1;;156;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2646848
2009;PORTĂO;;NĂO;NĂO;DA REPÚBLICA;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;477;2009-01-08 08:49:00.000;QUINTA;08:49:00;1;;153;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;BEATO GASPAR STANGGASSINGER;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;478;2009-01-08 09:00:00.000;QUINTA;09:00:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;;NĂO;NĂO;RUI BARBOSA;0;Desinteligência;0;Perturbaçăo do sossego;;;;;;;;;;;;2009;479;2009-01-21 14:00:00.000;QUARTA;14:00:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTA CÂNDIDA;;NĂO;SIM;PEDRO JACOB KLOCK;0;Furto;;;;;;;;;Transeunte;;;;;2009;480;2009-01-21 14:00:00.000;QUARTA;14:00:00;1;;IMEDIATA;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;ESTAÇĂO TUBO PÇ. RUI BARBOSA;SIM;SIM; RUI BARBOSA;0;Substância Ilícita;0;Vias de fato;;;;;;;Porte de substância ilícita;;;;;2009;481;2009-01-08 09:04:00.000;QUINTA;09:04:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GUARDA DO CENTRO;;
2009;NOVO MUNDO;TERMINAL CAPĂO RASO;SIM;NĂO; REPÚBLICA ARGENTINA;0;Atitude suspeita;;;;;;;;;;;;;;2009;482;2009-01-08 09:50:00.000;QUINTA;09:50:00;1;;153;PORTĂO;URBANIZAÇĂO DE CURITIBA;URBS;PTC (Transporte Coletivo);;
2009;UBERABA;;NĂO;NĂO;R. HENRIQUE MEHL;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;483;2009-01-08 10:12:00.000;QUINTA;10:12:00;1;;156;CAJURU;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SACAF;;2647091
2009;BACACHERI;;NĂO;NĂO;ESTADOS UNIDOS;0;Apoio;;;;;;;;;Apoio à FAS;;;;;2009;484;2009-01-08 10:20:00.000;QUINTA;10:20:00;1;;IMEDIATA;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BAIRRO ALTO;;NĂO;NĂO;URUGUAI;0;Apoio;;;;;;;;;Apoio à FAS;;;;;2009;485;2009-01-08 10:45:00.000;QUINTA;10:45:00;1;;À VIATURA;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;;NĂO;NĂO;PREFEITO JOĂO MOREIRA GARCEZ;0;Atitude suspeita;;;;;;;;;;;;;;2009;486;2009-01-08 10:30:00.000;QUINTA;10:30:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;UBERABA;ESCOLA MUNICIPAL MICHEL KHURY;SIM;SIM; ADHMAR VIEIRA DE ARAÚJO;0;Invasăo;0;Dano;;;;;;;Invasăo de equipamento/patrimônio público;Vandalismo;;;;2009;487;2009-01-08 10:00:00.000;QUINTA;10:00:00;1;;FONE;CAJURU;SECRETARIA MUNICIPAL DA EDUCAÇĂO;SME;NORMAL;;
2009;PORTĂO;;NĂO;NĂO;DA REPÚBLICA;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;488;2009-01-08 11:59:00.000;QUINTA;11:59:00;1;;153;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;FAZENDINHA;TERMINAL CAIUÁ;SIM;NĂO; LODOVICO KAMINSKI;0;Desinteligência;;;;;;;;;;;;;;2009;489;2009-01-08 12:05:00.000;QUINTA;12:05:00;1;;CIOSP (190);PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;PTC (Transporte Coletivo);;
2009;BAIRRO ALTO;;NĂO;NĂO;RIO MUCURI;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;490;2009-01-08 12:10:00.000;QUINTA;12:10:00;1;;156;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2647349
2009;HAUER;;NĂO;NĂO;ANNE FRANK;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;491;2009-01-08 12:47:00.000;QUINTA;12:47:00;1;;CIOSP (190);BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SÍTIO CERCADO;UNIDADE MUNICIPAL DE SAÚDE XAPINHAL;SIM;NĂO;JOĂO SOCHA;0;Apoio;;;;;;;;;Apoio ao cidadăo - PRESTAÇĂO DE SOCORRO/SALVAMENTO;;;;;2009;492;2009-01-08 10:40:00.000;QUINTA;10:40:00;1;;AOS GMS;BAIRRO NOVO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BAIRRO ALTO;;NĂO;NĂO;DAS SERINGUEIRAS;1;Risco de desabamento / desmoronamento;;;;;;;;;;;;;;2009;493;2009-01-08 15:15:00.000;QUINTA;15:15:00;1;;AOS GMS;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;LICEU DE OFÍCIOS GRALHA AZUL;SIM;NĂO; BRASILIA;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;494;2009-01-08 15:32:00.000;QUINTA;15:32:00;1;;SIGA;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;TERMINAL CAPĂO RASO;SIM;NĂO; REPÚBLICA ARGENTINA;0;Dano;;;;;;;;;Desordem;;;;;2009;495;2009-01-08 15:31:00.000;QUINTA;15:31:00;1;;153;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SĂO FRANCISCO;;NĂO;SIM;SĂO FRANCISCO;0;Ameaça;0;Agressăo física/verbal;;;;;;;;;;;;2009;496;2009-01-08 15:15:00.000;QUINTA;15:15:00;1;;AOS GMS;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GUARDA DO CENTRO;;
2009;BOQUEIRĂO;;NĂO;NĂO;MARECHAL FLORIANO PEIXOTO;1;Incêndio;;;;;;;;;;;;;;2009;497;2009-01-07 15:40:00.000;QUARTA;15:40:00;1;;IMEDIATA;BOQUEIRĂO;SECRETARIA MUNICIPAL DA COMUNICAÇĂO SOCIAL;SMCS;NORMAL;;
2009;CIDADE INDUSTRIAL;CENTRO MUNICIPAL DE EDUCAÇĂO INFANTIL TIA EVA;SIM;NĂO; DENILSON FELIPE DE LIMA;0;Dano;;;;;;;;;Vandalismo;;;;;2009;498;2009-01-08 16:03:00.000;QUINTA;16:03:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;FAZENDINHA;;NĂO;NĂO;ANTONIO GOMIDE;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;499;2009-01-08 16:14:00.000;QUINTA;16:14:00;1;;156;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2647781
2009;CENTRO;;NĂO;NĂO;XV DE NOVEMBRO;0;Roubo;;;;;;;;;Estabelecimento Comercial;;;;;2009;500;2009-01-08 15:23:00.000;QUINTA;15:23:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SEGWAY;;
2009;CENTRO CÍVICO;BOSQUE JOĂO PAULO II;SIM;SIM;EUCLIDES BANDEIRA;0;Abordagem;;;;;;;;;;;;;;2009;501;2009-01-08 16:50:00.000;QUINTA;16:50:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL MEIO AMBIENTE;SMMA;NORMAL;;
2009;SANTA FELICIDADE;RUA DA CIDADANIA SANTA FELICIDADE;SIM;NĂO; ANAIR BALLA;0;Escolta;;;;;;;;;;;;;;2009;502;2009-01-07 14:15:00.000;QUARTA;14:15:00;1;;FONE;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTO INÁCIO;;NĂO;NĂO;CÂNDIDO HARTMANN;0;Animais;;;;;;;;;Omissăo de Cautela na Guarda de animais;;;;;2009;503;2009-01-08 16:43:00.000;QUINTA;16:43:00;1;;153;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTO INÁCIO;PARQUE BARIGUI;SIM;NĂO;CÂNDIDO HARTMANN;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;504;2009-01-08 16:46:00.000;QUINTA;16:46:00;1;;153;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;UBERABA;;NĂO;NĂO;R. HENRIQUE MEHL;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;505;2009-01-08 17:30:00.000;QUINTA;17:30:00;1;;156;CAJURU;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2647908
2009;UBERABA;;NĂO;NĂO;FERREIRA;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;506;2009-01-08 17:58:00.000;QUINTA;17:58:00;1;;156;CAJURU;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SACAF;;2647986
2009;BOQUEIRĂO;;NĂO;NĂO;rua airton pizzato guzi;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;507;2009-01-08 18:22:00.000;QUINTA;18:22:00;1;;CIOSP (190);BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BOA VISTA;;NĂO;NĂO;MONTEIRO TOURINHO;0;Lesăo Corporal;;;;;;;;;;;;;;2009;508;2009-01-08 16:40:00.000;QUINTA;16:40:00;1;;AOS GMS;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTA CÂNDIDA;;NĂO;NĂO;GABRIEL JOAQUIM;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;509;2009-01-08 17:40:00.000;QUINTA;17:40:00;1;;AOS GMS;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL CRAS AURORA/FORMOSA;SIM;NĂO; VISCONDE DO SERRO FRIO;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;510;2009-01-08 19:29:00.000;QUINTA;19:29:00;1;;SIGA;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;GUAÍRA;ESCOLA MUNICIPAL ITACELINA BITTENCOURT;SIM;NĂO; SĂO PAULO;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;511;2009-01-08 20:27:00.000;QUINTA;20:27:00;1;;156;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2648199
2009;SANTA FELICIDADE;ESCOLA MUNICIPAL DOS VINHEDOS;SIM;NĂO; ZEM BERTAPELLE;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;512;2009-01-08 20:44:00.000;QUINTA;20:44:00;1;;AOS GMS;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;JOAO BETTEGA;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;513;2009-01-08 20:00:00.000;QUINTA;20:00:00;1;;153;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;TERMINAL CAPĂO RASO;SIM;NĂO; REPÚBLICA ARGENTINA;0;Dano;;;;;;;;;Desordem;;;;;2009;514;2009-01-08 20:51:00.000;QUINTA;20:51:00;1;;153;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;PTC (Transporte Coletivo);;
2009;CENTRO;ESTAÇĂO TUBO PÇ. RUI BARBOSA;SIM;NĂO; RUI BARBOSA;0;Apoio;;;;;;;;;Apoio ao cidadăo - ORIENTAÇĂO;;;;;2009;515;2009-01-08 20:40:00.000;QUINTA;20:40:00;1;;153;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GUARDA DO CENTRO;;
2009;BARREIRINHA;;NĂO;NĂO;FLAVIO DALLEGRAVE;0;Apoio;;;;;;;;;Apoio ao SAMU;;;;;2009;516;2009-01-08 20:20:00.000;QUINTA;20:20:00;1;;IMEDIATA;BOA VISTA;SECRETARIA MUNICIPAL DA SAÚDE;SMS;NORMAL;;
2009;ALTO BOQUEIRĂO;;NĂO;NĂO;EXPEDICIONÁRIO ESTANISLAU WOJCIK;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;517;2009-01-08 21:31:00.000;QUINTA;21:31:00;1;;156;BOQUEIRĂO;SECRETARIA MUNICIPAL DA EDUCAÇĂO;SME;NORMAL;;
2009;SANTA CÂNDIDA;TERMINAL SANTA CÂNDIDA;SIM;NĂO; PARANÁ;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;518;2009-01-08 22:07:00.000;QUINTA;22:07:00;1;;CIOSP (190);BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;JOSÉ BATISTA DOS SANTOS;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;519;2009-01-08 22:32:00.000;QUINTA;22:32:00;1;;153;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAMPINA DO SIQUEIRA;;NĂO;NĂO;DEPUTADO HEITOR ALENCAR FURTADO;0;Dano;;;;;;;;;Vandalismo;;;;;2009;520;2009-01-08 22:20:00.000;QUINTA;22:20:00;1;;AOS GMS;SANTA FELICIDADE;URBANIZAÇĂO DE CURITIBA;URBS;PTC (Transporte Coletivo);;
2009;SANTA CÂNDIDA;TERMINAL SANTA CÂNDIDA;SIM;NĂO; PARANÁ;0;Dano;;;;;;;;;Desordem;;;;;2009;521;2009-01-08 23:00:00.000;QUINTA;23:00:00;1;;153;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;PTC (Transporte Coletivo);;
2009;SÍTIO CERCADO;UNIDADE MUNICIPAL DE SAÚDE JOĂO CÂNDIDO;SIM;NĂO; OURIZONA;0;Encaminhamento;;;;;;;;;Encaminhamento hospitalar;;;;;2009;522;2009-01-08 21:07:00.000;QUINTA;21:07:00;1;;153;BAIRRO NOVO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SĂO BRAZ;;NĂO;NĂO;ADELINA FERREIRA MULLER;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;523;2009-01-08 23:27:00.000;QUINTA;23:27:00;1;;153;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;ALTO BOQUEIRĂO;;NĂO;NĂO;VEREADOR ANTONIO GIACOMASSI;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;524;2009-01-08 23:53:00.000;QUINTA;23:53:00;1;;153;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BOQUEIRĂO;;NĂO;NĂO;TENENTE TITO TEIXEIRA DE CASTRO;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;525;2009-01-09 00:11:00.000;SEXTA;00:11:00;1;;153;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAMPO COMPRIDO;;NĂO;NĂO;DEPUTADO HEITOR ALENCAR FURTADO;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;526;2009-01-09 00:23:00.000;SEXTA;00:23:00;1;;153;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;ESCOLA MUNICIPAL MANSUR GUÉRIOS;SIM;NĂO; VELHA DO BARIGUI;0;Furto;;;;;;;;;Equipamento/patrimônio público;;;;;2009;527;2009-01-09 00:31:00.000;SEXTA;00:31:00;1;;G5;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;JARDIM BOTÂNICO;CENTRO DE ESPORTE E LAZER PLÍNIO TOURINHO;SIM;NĂO; ENGENHEIROS REBOUÇAS;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;528;2009-01-09 00:30:00.000;SEXTA;00:30:00;1;;SIGA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SIGA;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;MARIA HOMAN WISNIEWSKI;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;529;2009-01-09 00:30:00.000;SEXTA;00:30:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;joăo malucelli neto;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;530;2009-01-09 00:40:00.000;SEXTA;00:40:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;PINHEIRINHO;ESCOLA MUNICIPAL PIRATINI;SIM;NĂO; JOĂO MALTA DE ALBUQUERQUE MARANHĂO;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;531;2009-01-09 00:59:00.000;SEXTA;00:59:00;1;;CIOSP (190);PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;CENTRO MUNICIPAL DE EDUCAÇĂO INFANTIL TIA EVA;SIM;NĂO; DENILSON FELIPE DE LIMA;0;Dano;;;;;;;;;Arrombamento;;;;;2009;532;2009-01-09 01:27:00.000;SEXTA;01:27:00;1;;G5;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAPĂO RASO;PROTOCOLO EXTERNO - RUA DA CIDADANIA PINHEIRINHO;SIM;NĂO; WINSTON CHURCHILL;0;Agressăo física/verbal;;;;;;;;;;;;;;2009;533;2009-01-21 14:00:00.000;QUARTA;14:00:00;1;;AOS GMS;PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;JARDIM BOTÂNICO;CENTRO DE ACOLHIMENTO E ATENDIMENTO INTEGRAL MAIS VIVER;SIM;SIM; DOUTOR SALVADOR DE MAIO;0;Desacato;0;Desobediência;;;;;;;;;;;;2009;534;2009-01-21 14:00:00.000;QUARTA;14:00:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;XAXIM;;NĂO;NĂO;JOSÉ BRUM;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;535;2009-01-09 01:15:00.000;SEXTA;01:15:00;1;;156;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;LICEU DE OFICÍOS - ITATIAIA;SIM;NĂO; CIDADE DE LAGUNA;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;536;2009-01-21 14:00:00.000;QUARTA;14:00:00;1;;SIGA;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;XAXIM;;NĂO;NĂO;JOSÉ BRUM;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;537;2009-01-09 01:10:00.000;SEXTA;01:10:00;1;;156;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAPĂO RASO;RUA DA CIDADANIA PINHEIRINHO;SIM;NĂO; WINSTON CHURCHILL;0;Tentativa;;;;;;;;;Tentativa de suicídio;;;;;2009;538;2009-01-21 14:00:00.000;QUARTA;14:00:00;1;;AOS GMS;PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BIGORRILHO;;NĂO;NĂO;CÂNDIDO HARTMANN;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;539;2009-01-09 02:00:00.000;SEXTA;02:00:00;1;;CIOSP (190);MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;GUAÍRA;ESCOLA MUNICIPAL ITACELINA BITTENCOURT;SIM;NĂO; SĂO PAULO;0;Dano;;;;;;;;;Arrombamento;;;;;2009;540;2009-01-09 01:40:00.000;SEXTA;01:40:00;1;;G5;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAJURU;;NĂO;NĂO;r. leony azevedo rocha;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;541;2009-01-09 02:10:00.000;SEXTA;02:10:00;1;;CIOSP (190);CAJURU;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;XAXIM;;NĂO;NĂO;JOSÉ BRUM;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;542;2009-01-09 02:36:00.000;SEXTA;02:36:00;1;;CIOSP (190);BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;PRADO VELHO;CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL CRAS VILA TORRES;SIM;NĂO; AQUELINO ORESTES BAGLIOLI;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;543;2009-01-09 03:00:00.000;SEXTA;03:00:00;1;;SIGA;MATRIZ;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;PINHEIRINHO;;NĂO;NĂO;DELEGADO BRUNO DE ALMEIDA;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;544;2009-01-09 03:20:00.000;SEXTA;03:20:00;1;;SIGA;PINHEIRINHO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;TATUQUARA;CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL CRAS POMPÉIA;SIM;NĂO; HEITOR FERREIRA;0;Alarmes;;;;;;;;;Falha na comunicaçăo;;;;;2009;545;2009-01-09 03:20:00.000;SEXTA;03:20:00;1;;SIGA;PINHEIRINHO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;PINHEIRINHO;ESCOLA MUNICIPAL VER.ª LAÍS PERETTI;SIM;NĂO; IZABEL RAKSA VOLUZ;0;Furto;;;;;;;;;Equipamento/patrimônio público;;;;;2009;546;2009-01-09 03:27:00.000;SEXTA;03:27:00;1;;CIOSP (190);PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SĂO BRAZ;;NĂO;NĂO;SĂO MIGUEL DO IGUAÇÚ;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;547;2009-01-09 03:53:00.000;SEXTA;03:53:00;1;;CIOSP (190);SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;;NĂO;NĂO;JOĂO CUBAS;0;Perturbaçăo do sossego;;;;;;;;;;;;;;2009;548;2009-01-09 04:15:00.000;SEXTA;04:15:00;1;;CIOSP (190);PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;TATUQUARA;CENTRO DE EDUCAÇĂO INTEGRAL PROF. ANTÔNIO PIETRUZA;SIM;NĂO; JOĂO AMADEU PEDRO BOM;0;Dano;;;;;;;;;Arrombamento;;;;;2009;549;2009-01-09 05:35:00.000;SEXTA;05:35:00;1;;G5;PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;;NĂO;NĂO;CONSELHEIRO LAURINDO;0;Apoio;;;;;;;;;Apoio à FAS;;;;;2009;550;2009-01-09 07:15:00.000;SEXTA;07:15:00;1;;À VIATURA;MATRIZ;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;NORMAL;;
